repository,file_name,context,target_structure,line_number,relative_path,import_hint
accumulo-examples,BloomFiltersNotFound.java,IMPORT,import static org.apache.accumulo.examples.bloom.BloomFilters.writeData,19,src/main/java/org/apache/accumulo/examples/bloom/BloomFiltersNotFound.java,
accumulo,TableConfigurationTest.java,IMPORT,import static org.apache.accumulo.core.conf.Property.TABLE_BLOOM_ENABLED,22,server/base/src/test/java/org/apache/accumulo/server/conf/TableConfigurationTest.java,
accumulo,TableConfigurationTest.java,IMPORT,import static org.apache.accumulo.core.conf.Property.TABLE_BLOOM_SIZE,23,server/base/src/test/java/org/apache/accumulo/server/conf/TableConfigurationTest.java,
accumulo,SystemConfigurationTest.java,IMPORT,import static org.apache.accumulo.core.conf.Property.TABLE_BLOOM_ENABLED,22,server/base/src/test/java/org/apache/accumulo/server/conf/SystemConfigurationTest.java,
accumulo,SystemConfigurationTest.java,IMPORT,import static org.apache.accumulo.core.conf.Property.TABLE_BLOOM_SIZE,23,server/base/src/test/java/org/apache/accumulo/server/conf/SystemConfigurationTest.java,
accumulo,ZooBasedConfigurationTest.java,IMPORT,import static org.apache.accumulo.core.conf.Property.TABLE_BLOOM_ENABLED,24,server/base/src/test/java/org/apache/accumulo/server/conf/ZooBasedConfigurationTest.java,
accumulo,ZooBasedConfigurationTest.java,IMPORT,import static org.apache.accumulo.core.conf.Property.TABLE_BLOOM_SIZE,25,server/base/src/test/java/org/apache/accumulo/server/conf/ZooBasedConfigurationTest.java,
accumulo,AccumuloConfigurationIsPropertySetTest.java,IMPORT,import static org.apache.accumulo.core.conf.Property.TABLE_BLOOM_ENABLED,27,server/base/src/test/java/org/apache/accumulo/server/conf/AccumuloConfigurationIsPropertySetTest.java,
accumulo,AccumuloConfigurationIsPropertySetTest.java,IMPORT,import static org.apache.accumulo.core.conf.Property.TABLE_BLOOM_SIZE,28,server/base/src/test/java/org/apache/accumulo/server/conf/AccumuloConfigurationIsPropertySetTest.java,
accumulo,PropSnapshotTest.java,IMPORT,import static org.apache.accumulo.core.conf.Property.TABLE_BLOOM_ENABLED,21,server/base/src/test/java/org/apache/accumulo/server/conf/util/PropSnapshotTest.java,
accumulo,DynamicBloomFilter.java,IMPORT,import org.apache.hadoop.util.bloom.Key,37,core/src/main/java/org/apache/accumulo/core/bloomfilter/DynamicBloomFilter.java,
accumulo,DynamicBloomFilter.java,INSTANTIATION,BloomFilter,109,core/src/main/java/org/apache/accumulo/core/bloomfilter/DynamicBloomFilter.java,
accumulo,DynamicBloomFilter.java,INSTANTIATION,BloomFilter,238,core/src/main/java/org/apache/accumulo/core/bloomfilter/DynamicBloomFilter.java,
accumulo,DynamicBloomFilter.java,INSTANTIATION,BloomFilter,253,core/src/main/java/org/apache/accumulo/core/bloomfilter/DynamicBloomFilter.java,
accumulo,BloomFilter.java,IMPORT,import org.apache.hadoop.util.bloom.Key,42,core/src/main/java/org/apache/accumulo/core/bloomfilter/BloomFilter.java,
accumulo,Filter.java,IMPORT,import org.apache.hadoop.util.bloom.HashFunction,38,core/src/main/java/org/apache/accumulo/core/bloomfilter/Filter.java,
accumulo,Filter.java,IMPORT,import org.apache.hadoop.util.bloom.Key,39,core/src/main/java/org/apache/accumulo/core/bloomfilter/Filter.java,
accumulo,DispatchingFileFactory.java,INSTANTIATION,BloomFilterLayer.Writer,61,core/src/main/java/org/apache/accumulo/core/file/DispatchingFileFactory.java,
accumulo,DispatchingFileFactory.java,INSTANTIATION,BloomFilterLayer.Reader,78,core/src/main/java/org/apache/accumulo/core/file/DispatchingFileFactory.java,
accumulo,BloomFilterLayer.java,IMPORT,import static org.apache.accumulo.core.util.threads.ThreadPoolNames.BLOOM_LOADER_POOL,22,core/src/main/java/org/apache/accumulo/core/file/BloomFilterLayer.java,
accumulo,BloomFilterLayer.java,IMPORT,import org.apache.accumulo.core.bloomfilter.DynamicBloomFilter,33,core/src/main/java/org/apache/accumulo/core/file/BloomFilterLayer.java,
accumulo,BloomFilterLayer.java,IMPORT,import org.apache.hadoop.util.bloom.Key,48,core/src/main/java/org/apache/accumulo/core/file/BloomFilterLayer.java,
accumulo,BloomFilterLayer.java,INSTANTIATION,DynamicBloomFilter,104,core/src/main/java/org/apache/accumulo/core/file/BloomFilterLayer.java,import org.apache.accumulo.core.bloomfilter.DynamicBloomFilter
accumulo,BloomFilterLayer.java,INSTANTIATION,DynamicBloomFilter,217,core/src/main/java/org/apache/accumulo/core/file/BloomFilterLayer.java,import org.apache.accumulo.core.bloomfilter.DynamicBloomFilter
accumulo,BloomFilterLayer.java,INSTANTIATION,BloomFilterLoader,343,core/src/main/java/org/apache/accumulo/core/file/BloomFilterLayer.java,
accumulo,BloomFilterLayer.java,INSTANTIATION,BloomFilterLayer.Reader,384,core/src/main/java/org/apache/accumulo/core/file/BloomFilterLayer.java,
accumulo,BloomFilterLayer.java,INSTANTIATION,BloomFilterLayer.Reader,431,core/src/main/java/org/apache/accumulo/core/file/BloomFilterLayer.java,
accumulo,RowFunctor.java,IMPORT,import org.apache.hadoop.util.bloom.Key,24,core/src/main/java/org/apache/accumulo/core/file/keyfunctor/RowFunctor.java,
accumulo,ColumnQualifierFunctor.java,IMPORT,import org.apache.hadoop.util.bloom.Key,24,core/src/main/java/org/apache/accumulo/core/file/keyfunctor/ColumnQualifierFunctor.java,
accumulo,ColumnQualifierFunctor.java,INSTANTIATION,org.apache.hadoop.util.bloom.Key,41,core/src/main/java/org/apache/accumulo/core/file/keyfunctor/ColumnQualifierFunctor.java,import org.apache.hadoop.util.bloom.Key
accumulo,ColumnFamilyFunctor.java,IMPORT,import org.apache.hadoop.util.bloom.Key,24,core/src/main/java/org/apache/accumulo/core/file/keyfunctor/ColumnFamilyFunctor.java,
amoro,CombinedDeleteFilter.java,IMPORT,import org.apache.amoro.shade.guava32.com.google.common.hash.BloomFilter,31,amoro-format-iceberg/src/main/java/org/apache/amoro/io/reader/CombinedDeleteFilter.java,
amoro,IcebergPageSourceProvider.java,IMPORT,import static io.trino.plugin.iceberg.IcebergSessionProperties.isOrcBloomFiltersEnabled,48,amoro-format-mixed/amoro-mixed-trino/src/main/java/org/apache/amoro/trino/unkeyed/IcebergPageSourceProvider.java,
asterixdb-hyracks,BloomCalculations.java,INSTANTIATION,BloomFilterSpecification,104,hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomCalculations.java,
asterixdb-hyracks,BloomCalculations.java,INSTANTIATION,BloomFilterSpecification,131,hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomCalculations.java,
asterixdb-hyracks,BloomCalculations.java,INSTANTIATION,BloomFilterSpecification,151,hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomCalculations.java,
asterixdb-hyracks,BloomFilter.java,INSTANTIATION,BloomFilterBuilder,202,hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomFilter.java,
asterixdb-hyracks,BloomFilterFactory.java,INSTANTIATION,BloomFilter,39,hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomFilterFactory.java,
asterixdb-hyracks,MurmurHashForITupleReferenceTest.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.MurmurHash128Bit,37,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/MurmurHashForITupleReferenceTest.java,
asterixdb-hyracks,MurmurHashForITupleReferenceTest.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.util.AbstractBloomFilterTest,38,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/MurmurHashForITupleReferenceTest.java,
asterixdb-hyracks,BloomFilterTest.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomCalculations,38,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/BloomFilterTest.java,
asterixdb-hyracks,BloomFilterTest.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,39,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/BloomFilterTest.java,
asterixdb-hyracks,BloomFilterTest.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterSpecification,40,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/BloomFilterTest.java,
asterixdb-hyracks,BloomFilterTest.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.util.AbstractBloomFilterTest,41,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/BloomFilterTest.java,
asterixdb-hyracks,BloomFilterTest.java,INSTANTIATION,BloomFilter,65,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/BloomFilterTest.java,import org.apache.hyracks.storage.am.bloomfilter.util.AbstractBloomFilterTest
asterixdb-hyracks,BloomFilterTest.java,INSTANTIATION,BloomFilter,124,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/BloomFilterTest.java,import org.apache.hyracks.storage.am.bloomfilter.util.AbstractBloomFilterTest
asterixdb-hyracks,AbstractBloomFilterTest.java,INSTANTIATION,BloomFilterTestHarness,36,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/util/AbstractBloomFilterTest.java,
asterixdb-hyracks,AbstractBloomFilterTest.java,INSTANTIATION,BloomFilterTestHarness,40,hyracks/hyracks-tests/hyracks-storage-am-bloomfilter-test/src/test/java/org/apache/hyracks/storage/am/bloomfilter/util/AbstractBloomFilterTest.java,
asterixdb-hyracks,AbstractLSMIndex.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,34,hyracks/hyracks-storage-am-lsm-common/src/main/java/org/apache/hyracks/storage/am/lsm/common/impls/AbstractLSMIndex.java,
asterixdb-hyracks,BloomFilterAwareBTreePointSearchCursor.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,23,hyracks/hyracks-storage-am-lsm-common/src/main/java/org/apache/hyracks/storage/am/lsm/common/impls/BloomFilterAwareBTreePointSearchCursor.java,
asterixdb-hyracks,LSMRTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomCalculations,32,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/LSMRTree.java,
asterixdb-hyracks,LSMRTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,33,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/LSMRTree.java,
asterixdb-hyracks,LSMRTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,34,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/LSMRTree.java,
asterixdb-hyracks,LSMRTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterSpecification,35,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/LSMRTree.java,
asterixdb-hyracks,ExternalRTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomCalculations,29,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/ExternalRTree.java,
asterixdb-hyracks,ExternalRTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,30,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/ExternalRTree.java,
asterixdb-hyracks,ExternalRTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,31,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/ExternalRTree.java,
asterixdb-hyracks,ExternalRTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterSpecification,32,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/ExternalRTree.java,
asterixdb-hyracks,LSMRTreeDiskComponentFactory.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,23,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/LSMRTreeDiskComponentFactory.java,
asterixdb-hyracks,LSMRTreeDiskComponent.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,22,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/LSMRTreeDiskComponent.java,
asterixdb-hyracks,LSMRTreeAbstractCursor.java,IMPORT,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor,39,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/LSMRTreeAbstractCursor.java,
asterixdb-hyracks,LSMRTreeAbstractCursor.java,INSTANTIATION,BloomFilterAwareBTreePointSearchCursor,119,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/impls/LSMRTreeAbstractCursor.java,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor
asterixdb-hyracks,LSMRTreeUtils.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,30,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/utils/LSMRTreeUtils.java,
asterixdb-hyracks,LSMRTreeUtils.java,INSTANTIATION,BloomFilterFactory,117,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/utils/LSMRTreeUtils.java,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory
asterixdb-hyracks,LSMRTreeUtils.java,INSTANTIATION,BloomFilterFactory,259,hyracks/hyracks-storage-am-lsm-rtree/src/main/java/org/apache/hyracks/storage/am/lsm/rtree/utils/LSMRTreeUtils.java,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory
asterixdb-hyracks,LSMBTreeWithBuddyAbstractCursor.java,IMPORT,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor,40,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTreeWithBuddyAbstractCursor.java,
asterixdb-hyracks,LSMBTreeWithBuddyAbstractCursor.java,INSTANTIATION,BloomFilterAwareBTreePointSearchCursor,114,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTreeWithBuddyAbstractCursor.java,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor
asterixdb-hyracks,LSMBTreeWithBuddyDiskComponent.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,22,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTreeWithBuddyDiskComponent.java,
asterixdb-hyracks,LSMBTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomCalculations,33,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTree.java,
asterixdb-hyracks,LSMBTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,34,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTree.java,
asterixdb-hyracks,LSMBTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,35,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTree.java,
asterixdb-hyracks,LSMBTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterSpecification,36,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTree.java,
asterixdb-hyracks,ExternalBTreeWithBuddy.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomCalculations,31,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/ExternalBTreeWithBuddy.java,
asterixdb-hyracks,ExternalBTreeWithBuddy.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,32,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/ExternalBTreeWithBuddy.java,
asterixdb-hyracks,ExternalBTreeWithBuddy.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,33,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/ExternalBTreeWithBuddy.java,
asterixdb-hyracks,ExternalBTreeWithBuddy.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterSpecification,34,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/ExternalBTreeWithBuddy.java,
asterixdb-hyracks,LSMBTreeDiskComponentFactory.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,23,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTreeDiskComponentFactory.java,
asterixdb-hyracks,LSMBTreePointSearchCursor.java,IMPORT,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor,42,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTreePointSearchCursor.java,
asterixdb-hyracks,LSMBTreePointSearchCursor.java,INSTANTIATION,BloomFilterAwareBTreePointSearchCursor,184,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTreePointSearchCursor.java,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor
asterixdb-hyracks,LSMBTreeDiskComponent.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,22,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTreeDiskComponent.java,
asterixdb-hyracks,ExternalBTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomCalculations,29,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/ExternalBTree.java,
asterixdb-hyracks,ExternalBTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,30,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/ExternalBTree.java,
asterixdb-hyracks,ExternalBTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,31,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/ExternalBTree.java,
asterixdb-hyracks,ExternalBTree.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterSpecification,32,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/ExternalBTree.java,
asterixdb-hyracks,LSMBTreeWithBuddyDiskComponentFactory.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,22,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/impls/LSMBTreeWithBuddyDiskComponentFactory.java,
asterixdb-hyracks,LSMBTreeUtils.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,27,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/util/LSMBTreeUtils.java,
asterixdb-hyracks,LSMBTreeUtils.java,INSTANTIATION,BloomFilterFactory,86,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/util/LSMBTreeUtils.java,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory
asterixdb-hyracks,LSMBTreeUtils.java,INSTANTIATION,BloomFilterFactory,141,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/util/LSMBTreeUtils.java,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory
asterixdb-hyracks,LSMBTreeUtils.java,INSTANTIATION,BloomFilterFactory,199,hyracks/hyracks-storage-am-lsm-btree/src/main/java/org/apache/hyracks/storage/am/lsm/btree/util/LSMBTreeUtils.java,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory
asterixdb-hyracks,LSMInvertedIndex.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomCalculations,33,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/LSMInvertedIndex.java,
asterixdb-hyracks,LSMInvertedIndex.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,34,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/LSMInvertedIndex.java,
asterixdb-hyracks,LSMInvertedIndex.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterSpecification,35,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/LSMInvertedIndex.java,
asterixdb-hyracks,LSMInvertedIndexDiskComponent.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,22,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/LSMInvertedIndexDiskComponent.java,
asterixdb-hyracks,LSMInvertedIndexSearchCursor.java,IMPORT,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor,38,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/LSMInvertedIndexSearchCursor.java,
asterixdb-hyracks,LSMInvertedIndexSearchCursor.java,INSTANTIATION,BloomFilterAwareBTreePointSearchCursor,85,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/LSMInvertedIndexSearchCursor.java,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor
asterixdb-hyracks,PartitionedLSMInvertedIndex.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,28,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/PartitionedLSMInvertedIndex.java,
asterixdb-hyracks,LSMInvertedIndexDiskComponentFactory.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,23,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/LSMInvertedIndexDiskComponentFactory.java,
asterixdb-hyracks,LSMInvertedIndexRangeSearchCursor.java,IMPORT,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor,37,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/LSMInvertedIndexRangeSearchCursor.java,
asterixdb-hyracks,LSMInvertedIndexRangeSearchCursor.java,INSTANTIATION,BloomFilterAwareBTreePointSearchCursor,86,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/impls/LSMInvertedIndexRangeSearchCursor.java,import org.apache.hyracks.storage.am.lsm.common.impls.BloomFilterAwareBTreePointSearchCursor
asterixdb-hyracks,InvertedIndexUtils.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,28,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/util/InvertedIndexUtils.java,
asterixdb-hyracks,InvertedIndexUtils.java,INSTANTIATION,BloomFilterFactory,143,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/util/InvertedIndexUtils.java,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory
asterixdb-hyracks,InvertedIndexUtils.java,INSTANTIATION,BloomFilterFactory,193,hyracks/hyracks-storage-am-lsm-invertedindex/src/main/java/org/apache/hyracks/storage/am/lsm/invertedindex/util/InvertedIndexUtils.java,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory
asterixdb,BloomCalculations.java,INSTANTIATION,BloomFilterSpecification,101,hyracks-fullstack/hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomCalculations.java,
asterixdb,BloomCalculations.java,INSTANTIATION,BloomFilterSpecification,128,hyracks-fullstack/hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomCalculations.java,
asterixdb,BloomCalculations.java,INSTANTIATION,BloomFilterSpecification,150,hyracks-fullstack/hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomCalculations.java,
asterixdb,BloomFilter.java,INSTANTIATION,BloomFilterBuilder,286,hyracks-fullstack/hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomFilter.java,
asterixdb,BloomFilterFactory.java,INSTANTIATION,BloomFilter,36,hyracks-fullstack/hyracks/hyracks-storage-am-bloomfilter/src/main/java/org/apache/hyracks/storage/am/bloomfilter/impls/BloomFilterFactory.java,
asterixdb,LSMColumnBTreeWithBloomFilterDiskComponent.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilter,26,hyracks-fullstack/hyracks/hyracks-storage-am-lsm-btree-column/src/main/java/org/apache/hyracks/storage/am/lsm/btree/column/impls/lsm/LSMColumnBTreeWithBloomFilterDiskComponent.java,
asterixdb,LSMColumnBTreeWithBloomFilterDiskComponent.java,IMPORT,import org.apache.hyracks.storage.am.lsm.btree.impls.LSMBTreeWithBloomFilterDiskComponent,34,hyracks-fullstack/hyracks/hyracks-storage-am-lsm-btree-column/src/main/java/org/apache/hyracks/storage/am/lsm/btree/column/impls/lsm/LSMColumnBTreeWithBloomFilterDiskComponent.java,
asterixdb,LSMColumnBTreeWithBloomFilterDiskComponentFactory.java,IMPORT,import org.apache.hyracks.storage.am.bloomfilter.impls.BloomFilterFactory,22,hyracks-fullstack/hyracks/hyracks-storage-am-lsm-btree-column/src/main/java/org/apache/hyracks/storage/am/lsm/btree/column/impls/lsm/LSMColumnBTreeWithBloomFilterDiskComponentFactory.java,
